#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:1,1,NULL,NW_022145205,NULL,1,NULL,58604,58604,+,NOMAP,NOALIGN,,,,,,
Line:1642,1,1,NW_022145606,NW_003578226.1,1,1,17003275,17003275,+,17003275,17003275,23892,23892,-,1,First Pass,Primary Assembly
Line:1643,1,1,NW_022145606,NW_003578916.1,1,1,17487220,17487220,+,17487220,17487220,53506,53506,-,1,First Pass,Primary Assembly
Line:1644,1,1,NW_022145606,NW_003577563.1,1,1,17945533,17945533,+,17945533,17945533,283143,283143,+,1,First Pass,Primary Assembly
Line:1645,1,1,NW_022145606,NW_003577469.1,1,1,18160715,18160715,+,18160715,18160715,163349,163349,+,1,Second Pass,Primary Assembly
Line:1645,1,2,NW_022145606,NW_003577190.1,1,1,18160715,18160715,+,18160715,18160715,324791,324791,-,1,First Pass,Primary Assembly
Line:1646,1,NULL,NW_022145606,NULL,1,NULL,18202402,18202402,+,NOMAP,ALIGNGAP,,,,,,
Line:1647,1,NULL,NW_022145606,NULL,1,NULL,18259551,18259551,+,NOMAP,ALIGNGAP,,,,,,
Line:1648,1,NULL,NW_022145606,NULL,1,NULL,18837171,18837171,+,NOMAP,ALIGNGAP,,,,,,
Line:1649,1,1,NW_022145606,NW_003579479.1,1,1,19213139,19213139,+,19213139,19213139,37767,37767,-,1,Second Pass,Primary Assembly
Line:1650,1,1,NW_022145606,NW_003579479.1,1,1,19213347,19213347,+,19213347,19213347,37557,37557,-,1,First Pass,Primary Assembly
Line:1651,1,1,NW_022145606,NW_003578266.1,1,1,27405708,27405708,+,27405708,27405708,43930,43930,+,1,First Pass,Primary Assembly
Line:1652,1,NULL,NW_022145606,NULL,1,NULL,29802056,29802056,+,NOMAP,ALIGNGAP,,,,,,
Line:1653,1,1,NW_022145606,NW_003577469.1,1,1,35398858,35398858,+,35398858,35398858,183620,183620,+,1,First Pass,Primary Assembly
Line:1654,1,1,NW_022145606,NW_003577469.1,1,1,35399785,35399785,+,35399785,35399785,184556,184556,+,1,First Pass,Primary Assembly
Line:1655,1,1,NW_022145606,NW_003577469.1,1,1,35408042,35408042,+,35408042,35408042,192752,192752,+,1,First Pass,Primary Assembly
Line:1656,1,1,NW_022145606,NW_003579140.1,1,1,35436383,35436383,+,35436383,35436383,147277,147277,+,1,First Pass,Primary Assembly
Line:1657,1,1,NW_022145606,NW_003577332.1,1,1,35735634,35735634,+,35735634,35735634,210606,210606,+,1,Second Pass,Primary Assembly
Line:1657,1,2,NW_022145606,NW_003577332.1,1,1,35735634,35735634,+,35735634,35735634,202547,202547,+,1,First Pass,Primary Assembly
Line:1658,1,1,NW_022145606,NW_003577332.1,1,1,35735663,35735663,+,35735663,35735663,210635,210635,+,1,Second Pass,Primary Assembly
Line:1658,1,2,NW_022145606,NW_003577332.1,1,1,35735663,35735663,+,35735663,35735663,202576,202576,+,1,First Pass,Primary Assembly
Line:1659,1,1,NW_022145606,NW_003577332.1,1,1,35759215,35759215,+,35759215,35759215,230543,230543,+,1,First Pass,Primary Assembly
Line:1660,1,1,NW_022145606,NW_003578695.1,1,1,36401138,36401138,+,36401138,36401138,46188,46188,+,1,First Pass,Primary Assembly
Line:1661,1,1,NW_022145606,NW_003577686.1,1,1,36583167,36583167,+,36583167,36583167,262399,262399,-,1,First Pass,Primary Assembly
Line:1662,1,NULL,NW_022145606,NULL,1,NULL,40822278,40822278,+,NOMAP,ALIGNGAP,,,,,,
Line:1663,1,NULL,NW_022145606,NULL,1,NULL,43108719,43108719,+,NOMAP,ALIGNGAP,,,,,,
Line:1664,1,1,NW_022145606,NW_003579265.1,1,1,43270933,43270933,+,43270933,43270933,81135,81135,-,1,First Pass,Primary Assembly
Line:1665,1,1,NW_022145606,NW_003578093.1,1,1,46144533,46144533,+,46144533,46144533,59510,59510,+,1,First Pass,Primary Assembly
Line:1666,1,1,NW_022145606,NW_003578517.1,1,1,47480606,47480606,+,47480606,47480606,32815,32815,-,1,First Pass,Primary Assembly
Line:1667,1,1,NW_022145606,NW_003578833.1,1,1,49046006,49046006,+,49046006,49046006,25549,25549,+,1,First Pass,Primary Assembly
Line:1668,1,NULL,NW_022145606,NULL,1,NULL,49331376,49331376,+,NOMAP,ALIGNGAP,,,,,,
Line:1669,1,1,NW_022145606,NW_003578673.1,1,1,49630483,49630483,+,49630483,49630483,4569,4569,+,1,First Pass,Primary Assembly
Line:1670,1,1,NW_022145606,NW_003577312.1,1,1,51480957,51480957,+,51480957,51480957,176275,176275,+,1,First Pass,Primary Assembly
Line:1671,1,1,NW_022145606,NW_003577312.1,1,1,51481263,51481263,+,51481263,51481263,176581,176581,+,1,First Pass,Primary Assembly
Line:1672,1,1,NW_022145606,NW_003577312.1,1,1,51482949,51482949,+,51482949,51482949,178267,178267,+,1,First Pass,Primary Assembly
Line:1673,1,1,NW_022145606,NW_003577312.1,1,1,51483787,51483787,+,51483787,51483787,179105,179105,+,1,First Pass,Primary Assembly
Line:1674,1,1,NW_022145606,NW_003577312.1,1,1,51490595,51490595,+,51490595,51490595,185899,185899,+,1,First Pass,Primary Assembly
Line:1675,1,1,NW_022145606,NW_003577312.1,1,1,51528657,51528657,+,51528657,51528657,224736,224736,+,1,First Pass,Primary Assembly
Line:1676,1,1,NW_022145606,NW_003577312.1,1,1,51593811,51593811,+,51593811,51593811,268625,268625,+,1,First Pass,Primary Assembly
Line:1677,1,1,NW_022145606,NW_003577312.1,1,1,51598369,51598369,+,51598369,51598369,274058,274058,+,1,First Pass,Primary Assembly
Line:1678,1,1,NW_022145606,NW_003577312.1,1,1,51610755,51610755,+,51610755,51610755,285674,285674,+,1,First Pass,Primary Assembly
Line:1679,1,1,NW_022145606,NW_003577312.1,1,1,51611096,51611096,+,51611096,51611096,286015,286015,+,1,First Pass,Primary Assembly
Line:1680,1,1,NW_022145606,NW_003578673.1,1,1,51816330,51816330,+,51816330,51816330,40625,40625,-,1,Second Pass,Primary Assembly
Line:1680,1,2,NW_022145606,NW_003577393.1,1,1,51816330,51816330,+,51816330,51816330,400561,400561,+,1,First Pass,Primary Assembly
Line:1680,1,3,NW_022145606,NW_003577236.1,1,1,51816330,51816330,+,51816330,51816330,73489,73489,-,1,Second Pass,Primary Assembly
Line:1681,1,1,NW_022145607,NW_003577387.1,1,1,229870,229870,+,229870,229870,191148,191148,+,1,First Pass,Primary Assembly
Line:1682,1,1,NW_022145607,NW_003580735.1,1,1,2391461,2391461,+,2391461,2391461,15501,15501,+,1,First Pass,Primary Assembly
Line:1683,1,NULL,NW_022145607,NULL,1,NULL,3512694,3512694,+,NOMAP,ALIGNGAP,,,,,,
Line:1684,1,1,NW_022145607,NW_003577135.1,1,1,3691472,3691472,+,3691472,3691472,488059,488059,+,1,First Pass,Primary Assembly
Line:1685,1,1,NW_022145607,NW_003577131.1,1,1,3808422,3808422,+,3808422,3808422,400893,400893,+,1,First Pass,Primary Assembly
Line:1686,1,1,NW_022145607,NW_003577131.1,1,1,3850914,3850914,+,3850914,3850914,443544,443544,+,1,First Pass,Primary Assembly
Line:1687,1,1,NW_022145607,NW_003577131.1,1,1,3852208,3852208,+,3852208,3852208,444726,444726,+,1,First Pass,Primary Assembly
Line:1688,1,1,NW_022145607,NW_003577131.1,1,1,3940435,3940435,+,3940435,3940435,530581,530581,+,1,First Pass,Primary Assembly
Line:1689,1,1,NW_022145607,NW_003577131.1,1,1,3959318,3959318,+,3959318,3959318,548209,548209,+,1,First Pass,Primary Assembly
Line:1690,1,1,NW_022145607,NW_003577131.1,1,1,3966204,3966204,+,3966204,3966204,555036,555036,+,1,First Pass,Primary Assembly
Line:1691,1,1,NW_022145607,NW_003577131.1,1,1,4009620,4009620,+,4009620,4009620,600575,600575,+,1,First Pass,Primary Assembly
Line:1692,1,1,NW_022145607,NW_003577131.1,1,1,4024514,4024514,+,4024514,4024514,615342,615342,+,1,First Pass,Primary Assembly
Line:1693,1,1,NW_022145607,NW_003577131.1,1,1,4041119,4041119,+,4041119,4041119,631953,631953,+,1,First Pass,Primary Assembly
Line:1694,1,1,NW_022145607,NW_003577131.1,1,1,4063229,4063229,+,4063229,4063229,656864,656864,+,1,First Pass,Primary Assembly
Line:1695,1,1,NW_022145607,NW_003576998.1,1,1,4298523,4298523,+,4298523,4298523,102789,102789,+,1,First Pass,Primary Assembly
Line:1696,1,1,NW_022145607,NW_003577009.1,1,1,4311914,4311914,+,4311914,4311914,988082,988082,-,1,Second Pass,Primary Assembly
Line:1696,1,2,NW_022145607,NW_003576998.1,1,1,4311914,4311914,+,4311914,4311914,116470,116470,+,1,First Pass,Primary Assembly
Line:1697,1,1,NW_022145607,NW_003576998.1,1,1,4324072,4324072,+,4324072,4324072,142991,142991,+,1,First Pass,Primary Assembly
Line:1698,1,1,NW_022145607,NW_003576998.1,1,1,4324345,4324345,+,4324345,4324345,143265,143265,+,1,First Pass,Primary Assembly
Line:1699,1,1,NW_022145607,NW_003576998.1,1,1,4335401,4335401,+,4335401,4335401,150206,150206,+,1,First Pass,Primary Assembly
Line:1700,1,1,NW_022145607,NW_003576998.1,1,1,4379760,4379760,+,4379760,4379760,196140,196140,+,1,First Pass,Primary Assembly
Line:1701,1,1,NW_022145607,NW_003579307.1,1,1,4997927,4997927,+,4997927,4997927,5528,5528,-,1,Second Pass,Primary Assembly
Line:1701,1,2,NW_022145607,NW_003577422.1,1,1,4997927,4997927,+,4997927,4997927,372111,372111,-,1,First Pass,Primary Assembly
Line:1702,1,1,NW_022145607,NW_003599989.1,1,1,5076515,5076515,+,5076515,5076515,2734,2734,+,1,Second Pass,Primary Assembly
Line:1702,1,2,NW_022145607,NW_003578234.1,1,1,5076515,5076515,+,5076515,5076515,39343,39343,-,1,First Pass,Primary Assembly
Line:1703,1,1,NW_022145607,NW_003578234.1,1,1,5079105,5079105,+,5079105,5079105,36753,36753,-,1,First Pass,Primary Assembly
Line:1704,1,1,NW_022145607,NW_003579307.1,1,1,5080596,5080596,+,5080596,5080596,38491,38491,-,1,Second Pass,Primary Assembly
Line:1704,1,2,NW_022145607,NW_003578234.1,1,1,5080596,5080596,+,5080596,5080596,35259,35259,-,1,First Pass,Primary Assembly
Line:1705,1,1,NW_022145607,NW_003578379.1,1,1,5130355,5130355,+,5130355,5130355,80948,80948,-,1,First Pass,Primary Assembly
Line:1706,1,NULL,NW_022145607,NULL,1,NULL,5250235,5250235,+,NOMAP,ALIGNGAP,,,,,,
Line:1707,1,1,NW_022145607,NW_003578529.1,1,1,5400934,5400934,+,5400934,5400934,31507,31507,-,1,First Pass,Primary Assembly
Line:1708,1,NULL,NW_022145607,NULL,1,NULL,5421338,5421338,+,NOMAP,ALIGNGAP,,,,,,
Line:1709,1,1,NW_022145607,NW_003576994.1,1,1,7623942,7623942,+,7623942,7623942,1311463,1311463,-,1,First Pass,Primary Assembly
Line:1710,1,1,NW_022145607,NW_003576994.1,1,1,7647476,7647476,+,7647476,7647476,1291957,1291957,-,1,Second Pass,Primary Assembly
Line:1710,1,2,NW_022145607,NW_003576994.1,1,1,7647476,7647476,+,7647476,7647476,1284433,1284433,-,1,First Pass,Primary Assembly
Line:1711,1,1,NW_022145607,NW_003576994.1,1,1,7758183,7758183,+,7758183,7758183,1186007,1186007,-,1,First Pass,Primary Assembly
Line:1712,1,1,NW_022145607,NW_003576994.1,1,1,7840823,7840823,+,7840823,7840823,1101794,1101794,-,1,First Pass,Primary Assembly
Line:1713,1,1,NW_022145607,NW_003576994.1,1,1,8164335,8164335,+,8164335,8164335,780783,780783,-,1,First Pass,Primary Assembly
Line:1714,1,1,NW_022145607,NW_003576994.1,1,1,8167102,8167102,+,8167102,8167102,778016,778016,-,1,First Pass,Primary Assembly
Line:1715,1,1,NW_022145607,NW_003583744.1,1,1,10213080,10213080,+,10213080,10213080,1280,1280,-,1,Second Pass,Primary Assembly
Line:1715,1,2,NW_022145607,NW_003577568.1,1,1,10213080,10213080,+,10213080,10213080,178636,178636,+,1,First Pass,Primary Assembly
Line:1716,1,1,NW_022145607,NW_003577554.1,1,1,12141855,12141855,+,12141855,12141855,343080,343080,-,1,First Pass,Primary Assembly
Line:1717,1,NULL,NW_022145607,NULL,1,NULL,12150922,12150922,+,NOMAP,ALIGNGAP,,,,,,
Line:1718,1,1,NW_022145607,NW_003577554.1,1,1,12150979,12150979,+,12150979,12150979,334313,334313,-,1,First Pass,Primary Assembly
Line:1719,1,1,NW_022145607,NW_003577027.1,1,1,12749366,12749366,+,12749366,12749366,442728,442728,-,1,First Pass,Primary Assembly
Line:1720,1,1,NW_022145607,NW_003578053.1,1,1,13245949,13245949,+,13245949,13245949,61648,61648,-,1,First Pass,Primary Assembly
Line:1721,1,1,NW_022145607,NW_003578069.1,1,1,13400737,13400737,+,13400737,13400737,52135,52135,+,1,First Pass,Primary Assembly
Line:1722,1,NULL,NW_022145607,NULL,1,NULL,13402659,13402659,+,NOMAP,ALIGNGAP,,,,,,
Line:1723,1,1,NW_022145607,NW_003577541.1,1,1,13673729,13673729,+,13673729,13673729,233147,233147,+,1,First Pass,Primary Assembly
Line:1724,1,1,NW_022145607,NW_003577440.1,1,1,13957781,13957781,+,13957781,13957781,293176,293176,+,1,First Pass,Primary Assembly
Line:1725,1,1,NW_022145607,NW_003579425.1,1,1,14880744,14880744,+,14880744,14880744,132860,132860,+,1,First Pass,Primary Assembly
Line:1726,1,1,NW_022145607,NW_003577459.1,1,1,15007191,15007191,+,15007191,15007191,257956,257956,-,1,Second Pass,Primary Assembly
Line:1726,1,2,NW_022145607,NW_003577225.1,1,1,15007191,15007191,+,15007191,15007191,21994,21994,-,1,First Pass,Primary Assembly
Line:1727,1,1,NW_022145607,NW_003580298.1,1,1,15068041,15068041,+,15068041,15068041,17989,17989,-,1,Second Pass,Primary Assembly
Line:1727,1,2,NW_022145607,NW_003579123.1,1,1,15068041,15068041,+,15068041,15068041,16083,16083,+,1,First Pass,Primary Assembly
Line:1727,1,3,NW_022145607,NW_003577459.1,1,1,15068041,15068041,+,15068041,15068041,149026,149026,-,1,Second Pass,Primary Assembly
Line:1728,1,1,NW_022145607,NW_003577440.1,1,1,16023414,16023414,+,16023414,16023414,264399,264399,+,1,First Pass,Primary Assembly
Line:1729,1,1,NW_022145607,NW_003577021.1,1,1,18393162,18393162,+,18393162,18393162,434194,434194,+,1,First Pass,Primary Assembly
Line:1730,1,1,NW_022145607,NW_003577021.1,1,1,18393405,18393405,+,18393405,18393405,434437,434437,+,1,First Pass,Primary Assembly
Line:1731,1,1,NW_022145607,NW_003577021.1,1,1,18428424,18428424,+,18428424,18428424,468939,468939,+,1,First Pass,Primary Assembly
Line:1732,1,1,NW_022145607,NW_003577021.1,1,1,18431361,18431361,+,18431361,18431361,471878,471878,+,1,First Pass,Primary Assembly
Line:1733,1,1,NW_022145607,NW_003577021.1,1,1,18432742,18432742,+,18432742,18432742,473260,473260,+,1,First Pass,Primary Assembly
Line:1734,1,NULL,NW_022145607,NULL,1,NULL,18456701,18456701,+,NOMAP,ALIGNGAP,,,,,,
Line:1735,1,1,NW_022145607,NW_003580423.1,1,1,20212577,20212577,+,20212577,20212577,867,867,-,1,Second Pass,Primary Assembly
Line:1735,1,2,NW_022145607,NW_003577005.1,1,1,20212577,20212577,+,20212577,20212577,439384,439384,+,1,First Pass,Primary Assembly
Line:1736,1,1,NW_022145607,NW_003577005.1,1,1,20470161,20470161,+,20470161,20470161,686113,686113,+,1,First Pass,Primary Assembly
Line:1737,1,1,NW_022145607,NW_003577005.1,1,1,20624335,20624335,+,20624335,20624335,863095,863095,+,1,First Pass,Primary Assembly
Line:1738,1,1,NW_022145607,NW_003577005.1,1,1,20632593,20632593,+,20632593,20632593,871029,871029,+,1,First Pass,Primary Assembly
Line:1739,1,1,NW_022145607,NW_003577005.1,1,1,20658152,20658152,+,20658152,20658152,899452,899452,+,1,First Pass,Primary Assembly
Line:1740,1,1,NW_022145607,NW_003577005.1,1,1,20680685,20680685,+,20680685,20680685,921879,921879,+,1,First Pass,Primary Assembly
Line:1741,1,1,NW_022145607,NW_003577005.1,1,1,20717556,20717556,+,20717556,20717556,962010,962010,+,1,First Pass,Primary Assembly
Line:1742,1,1,NW_022145607,NW_003576978.1,1,1,22280260,22280260,+,22280260,22280260,228107,228107,+,1,First Pass,Primary Assembly
Line:1743,1,1,NW_022145607,NW_003576978.1,1,1,22280326,22280326,+,22280326,22280326,228173,228173,+,1,First Pass,Primary Assembly
Line:1744,1,1,NW_022145607,NW_003576978.1,1,1,22295095,22295095,+,22295095,22295095,242755,242755,+,1,First Pass,Primary Assembly
Line:1745,1,1,NW_022145607,NW_003576978.1,1,1,22903341,22903341,+,22903341,22903341,787822,787822,+,1,First Pass,Primary Assembly
Line:1746,1,1,NW_022145607,NW_003576978.1,1,1,23093801,23093801,+,23093801,23093801,1021267,1021267,+,1,Second Pass,Primary Assembly
Line:1746,1,2,NW_022145607,NW_003576978.1,1,1,23093801,23093801,+,23093801,23093801,1005167,1005167,+,1,Second Pass,Primary Assembly
Line:1746,1,3,NW_022145607,NW_003576978.1,1,1,23093801,23093801,+,23093801,23093801,1012984,1012984,+,1,First Pass,Primary Assembly
Line:1747,1,1,NW_022145607,NW_003577484.1,1,1,23478637,23478637,+,23478637,23478637,426947,426947,-,1,First Pass,Primary Assembly
Line:1748,1,1,NW_022145607,NW_003577484.1,1,1,23479958,23479958,+,23479958,23479958,425626,425626,-,1,First Pass,Primary Assembly
Line:1749,1,1,NW_022145607,NW_003577110.1,1,1,25344650,25344650,+,25344650,25344650,83203,83203,-,1,First Pass,Primary Assembly
Line:1750,1,1,NW_022145607,NW_003576973.1,1,1,27524649,27524649,+,27524649,27524649,389072,389072,+,1,First Pass,Primary Assembly
Line:1751,1,1,NW_022145607,NW_003576997.1,1,1,27571004,27571004,+,27571004,27571004,121067,121067,-,1,First Pass,Primary Assembly
Line:1752,1,1,NW_022145607,NW_003576997.1,1,1,27576607,27576607,+,27576607,27576607,112281,112281,-,1,First Pass,Primary Assembly
Line:1753,1,1,NW_022145607,NW_003576997.1,1,1,27679854,27679854,+,27679854,27679854,8447,8447,-,1,First Pass,Primary Assembly
Line:1754,1,1,NW_022145607,NW_003580197.1,1,1,27750671,27750671,+,27750671,27750671,63606,63606,+,1,First Pass,Primary Assembly
Line:1755,1,1,NW_022145607,NW_003580197.1,1,1,27750672,27750672,+,27750672,27750672,63607,63607,+,1,First Pass,Primary Assembly
Line:1756,1,1,NW_022145607,NW_003577324.1,1,1,28165268,28165268,+,28165268,28165268,158206,158206,+,1,First Pass,Primary Assembly
Line:1757,1,1,NW_022145607,NW_003577032.1,1,1,28998892,28998892,+,28998892,28998892,332487,332487,+,1,First Pass,Primary Assembly
Line:1758,1,1,NW_022145607,NW_003577032.1,1,1,29005884,29005884,+,29005884,29005884,339132,339132,+,1,First Pass,Primary Assembly
Line:1759,1,1,NW_022145607,NW_003577032.1,1,1,29005956,29005956,+,29005956,29005956,339202,339202,+,1,First Pass,Primary Assembly
Line:1760,1,1,NW_022145607,NW_003577032.1,1,1,29007446,29007446,+,29007446,29007446,340590,340590,+,1,First Pass,Primary Assembly
Line:1761,1,1,NW_022145607,NW_003577063.1,1,1,29897097,29897097,+,29897097,29897097,684322,684322,+,1,First Pass,Primary Assembly
Line:1762,1,1,NW_022145607,NW_003577046.1,1,1,30686636,30686636,+,30686636,30686636,342883,342883,+,1,First Pass,Primary Assembly
Line:1763,1,1,NW_022145607,NW_003577706.1,1,1,31127600,31127600,+,31127600,31127600,476154,476154,+,1,First Pass,Primary Assembly
Line:1764,1,1,NW_022145607,NW_003577125.1,1,1,31176361,31176361,+,31176361,31176361,12518,12518,+,1,First Pass,Primary Assembly
Line:1765,1,1,NW_022145607,NW_003577125.1,1,1,31279994,31279994,+,31279994,31279994,122810,122810,+,1,Second Pass,Primary Assembly
Line:1765,1,2,NW_022145607,NW_003577125.1,1,1,31279994,31279994,+,31279994,31279994,130880,130880,+,1,First Pass,Primary Assembly
Line:1766,1,1,NW_022145607,NW_003577125.1,1,1,31283309,31283309,+,31283309,31283309,134195,134195,+,1,First Pass,Primary Assembly
Line:1767,1,NULL,NW_022145607,NULL,1,NULL,31324550,31324550,+,NOMAP,ALIGNGAP,,,,,,
Line:1768,1,1,NW_022145607,NW_003577125.1,1,1,31326339,31326339,+,31326339,31326339,182126,182126,+,1,First Pass,Primary Assembly
Line:1769,1,1,NW_022145607,NW_003577125.1,1,1,31386475,31386475,+,31386475,31386475,239986,239986,+,1,First Pass,Primary Assembly
Line:1770,1,1,NW_022145607,NW_003577073.1,1,1,31414528,31414528,+,31414528,31414528,575059,575059,+,1,First Pass,Primary Assembly
Line:1771,1,1,NW_022145607,NW_003577125.1,1,1,31416819,31416819,+,31416819,31416819,266393,266393,+,1,First Pass,Primary Assembly
Line:1771,1,2,NW_022145607,NW_003577073.1,1,1,31416819,31416819,+,31416819,31416819,577351,577351,+,1,Second Pass,Primary Assembly
Line:1772,1,1,NW_022145607,NW_003578242.1,1,1,31731985,31731985,+,31731985,31731985,48499,48499,-,1,First Pass,Primary Assembly
Line:1773,1,NULL,NW_022145607,NULL,1,NULL,32676206,32676206,+,NOMAP,ALIGNGAP,,,,,,
Line:1774,1,1,NW_022145607,NW_003577160.1,1,1,34810874,34810874,+,34810874,34810874,74451,74451,+,1,First Pass,Primary Assembly
Line:1775,1,1,NW_022145607,NW_003577160.1,1,1,34825052,34825052,+,34825052,34825052,93756,93756,+,1,First Pass,Primary Assembly
Line:1776,1,1,NW_022145607,NW_003578537.1,1,1,37644747,37644747,+,37644747,37644747,75452,75452,+,1,First Pass,Primary Assembly
Line:1777,1,1,NW_022145607,NW_003578537.1,1,1,37645702,37645702,+,37645702,37645702,76409,76409,+,1,First Pass,Primary Assembly
Line:1778,1,1,NW_022145607,NW_003578537.1,1,1,37647933,37647933,+,37647933,37647933,78655,78655,+,1,First Pass,Primary Assembly
Line:1779,1,1,NW_022145607,NW_003578537.1,1,1,37653502,37653502,+,37653502,37653502,83437,83437,+,1,First Pass,Primary Assembly
Line:1780,1,1,NW_022145607,NW_003578537.1,1,1,37654103,37654103,+,37654103,37654103,84038,84038,+,1,First Pass,Primary Assembly
Line:1781,1,1,NW_022145607,NW_003578537.1,1,1,37654305,37654305,+,37654305,37654305,84240,84240,+,1,First Pass,Primary Assembly
Line:1782,1,1,NW_022145607,NW_003578537.1,1,1,37654510,37654510,+,37654510,37654510,84445,84445,+,1,First Pass,Primary Assembly
Line:1783,1,1,NW_022145607,NW_003578537.1,1,1,37654712,37654712,+,37654712,37654712,84647,84647,+,1,First Pass,Primary Assembly
Line:1784,1,1,NW_022145607,NW_003578537.1,1,1,37655284,37655284,+,37655284,37655284,85220,85220,+,1,First Pass,Primary Assembly
Line:1785,1,1,NW_022145607,NW_003578537.1,1,1,37655444,37655444,+,37655444,37655444,85380,85380,+,1,First Pass,Primary Assembly
Line:1786,1,1,NW_022145607,NW_003578537.1,1,1,37655541,37655541,+,37655541,37655541,85477,85477,+,1,First Pass,Primary Assembly
Line:1787,1,1,NW_022145607,NW_003578537.1,1,1,37655545,37655545,+,37655545,37655545,85481,85481,+,1,First Pass,Primary Assembly
Line:1788,1,1,NW_022145607,NW_003578537.1,1,1,37655987,37655987,+,37655987,37655987,85923,85923,+,1,First Pass,Primary Assembly
Line:1789,1,1,NW_022145607,NW_003578537.1,1,1,37657662,37657662,+,37657662,37657662,87598,87598,+,1,First Pass,Primary Assembly
Line:1790,1,NULL,NW_022145607,NULL,1,NULL,37660883,37660883,+,NOMAP,ALIGNGAP,,,,,,
Line:1791,1,1,NW_022145607,NW_003578537.1,1,1,37666235,37666235,+,37666235,37666235,99194,99194,+,1,First Pass,Primary Assembly
Line:1792,1,1,NW_022145607,NW_003579384.1,1,1,37668093,37668093,+,37668093,37668093,11550,11550,-,1,Second Pass,Primary Assembly
Line:1792,1,2,NW_022145607,NW_003578537.1,1,1,37668093,37668093,+,37668093,37668093,101049,101049,+,1,First Pass,Primary Assembly
Line:1793,1,1,NW_022145607,NW_003578537.1,1,1,37671462,37671462,+,37671462,37671462,104428,104428,+,1,First Pass,Primary Assembly
Line:1794,1,1,NW_022145607,NW_003578244.1,1,1,37718611,37718611,+,37718611,37718611,162710,162710,-,1,First Pass,Primary Assembly
Line:1795,1,1,NW_022145607,NW_003578244.1,1,1,37719551,37719551,+,37719551,37719551,161778,161778,-,1,First Pass,Primary Assembly
Line:1796,1,1,NW_022145607,NW_003578086.1,1,1,38471101,38471101,+,38471101,38471101,267762,267762,-,1,First Pass,Primary Assembly
Line:1797,1,1,NW_022145607,NW_003578086.1,1,1,38553930,38553930,+,38553930,38553930,186643,186643,-,1,First Pass,Primary Assembly
Line:1798,1,1,NW_022145607,NW_003578086.1,1,1,38562353,38562353,+,38562353,38562353,178201,178201,-,1,First Pass,Primary Assembly
Line:1799,1,1,NW_022145607,NW_003577731.1,1,1,39233764,39233764,+,39233764,39233764,63353,63353,+,1,First Pass,Primary Assembly
Line:1800,1,1,NW_022145607,NW_003578120.1,1,1,40323956,40323956,+,40323956,40323956,205190,205190,-,1,Second Pass,Primary Assembly
Line:1801,1,1,NW_022145607,NW_003577129.1,1,1,40612992,40612992,+,40612992,40612992,475947,475947,-,1,First Pass,Primary Assembly
Line:1802,1,1,NW_022145607,NW_003577129.1,1,1,40622896,40622896,+,40622896,40622896,465810,465810,-,1,First Pass,Primary Assembly
Line:1803,1,1,NW_022145607,NW_003577129.1,1,1,40623071,40623071,+,40623071,40623071,465635,465635,-,1,First Pass,Primary Assembly
Line:1804,1,1,NW_022145607,NW_003577129.1,1,1,40791691,40791691,+,40791691,40791691,300882,300882,-,1,First Pass,Primary Assembly
Line:1805,1,1,NW_022145607,NW_003577129.1,1,1,40800065,40800065,+,40800065,40800065,293182,293182,-,1,First Pass,Primary Assembly
Line:1806,1,1,NW_022145607,NW_003577298.1,1,1,42493834,42493834,+,42493834,42493834,117572,117572,+,1,First Pass,Primary Assembly
Line:1807,1,1,NW_022145607,NW_003579965.1,1,1,42511552,42511552,+,42511552,42511552,39587,39587,+,1,First Pass,Primary Assembly
Line:1808,1,NULL,NW_022145607,NULL,1,NULL,42511728,42511728,+,NOMAP,ALIGNGAP,,,,,,
Line:1809,1,NULL,NW_022145607,NULL,1,NULL,42512000,42512000,+,NOMAP,ALIGNGAP,,,,,,
Line:1810,1,1,NW_022145607,NW_003577298.1,1,1,42515009,42515009,+,42515009,42515009,124837,124837,+,1,Second Pass,Primary Assembly
Line:1811,1,1,NW_022145607,NW_003577298.1,1,1,42515622,42515622,+,42515622,42515622,125454,125454,+,1,Second Pass,Primary Assembly
Line:1812,1,1,NW_022145609,NW_003577442.1,1,1,1810982,1810982,+,1810982,1810982,314012,314012,+,1,First Pass,Primary Assembly
Line:1813,1,1,NW_022145609,NW_003577442.1,1,1,1811014,1811014,+,1811014,1811014,314043,314043,+,1,First Pass,Primary Assembly
Line:1814,1,1,NW_022145609,NW_003579761.1,1,1,2312464,2312464,+,2312464,2312464,1386,1386,-,1,First Pass,Primary Assembly
Line:1815,1,1,NW_022145609,NW_003578230.1,1,1,6055817,6055817,+,6055817,6055817,225279,225279,+,1,First Pass,Primary Assembly
Line:1816,1,NULL,NW_022145609,NULL,1,NULL,6414395,6414395,+,NOMAP,ALIGNGAP,,,,,,
Line:1817,1,NULL,NW_022145609,NULL,1,NULL,6414493,6414493,+,NOMAP,ALIGNGAP,,,,,,
Line:1818,1,1,NW_022145609,NW_003578767.1,1,1,6414869,6414869,+,6414869,6414869,32587,32587,+,1,First Pass,Primary Assembly
