#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:373,1,1,NW_022145605,NW_003578045.1,1,1,32956922,32956922,+,32956922,32956922,63192,63192,-,1,First Pass,Primary Assembly
Line:374,1,1,NW_022145605,NW_003577331.1,1,1,34935619,34935619,+,34935619,34935619,333483,333483,+,1,First Pass,Primary Assembly
Line:375,1,1,NW_022145605,NW_003579300.1,1,1,37044920,37044920,+,37044920,37044920,5241,5241,-,1,First Pass,Primary Assembly
Line:376,1,1,NW_022145605,NW_003582878.1,1,1,37906134,37906134,+,37906134,37906134,932,932,+,1,First Pass,Primary Assembly
Line:376,1,2,NW_022145605,NW_003577540.1,1,1,37906134,37906134,+,37906134,37906134,138467,138467,+,1,Second Pass,Primary Assembly
Line:377,1,1,NW_022145605,NW_003578644.1,1,1,38057923,38057923,+,38057923,38057923,81503,81503,+,1,First Pass,Primary Assembly
Line:378,1,1,NW_022145605,NW_003579075.1,1,1,39444519,39444519,+,39444519,39444519,12584,12584,+,1,Second Pass,Primary Assembly
Line:378,1,2,NW_022145605,NW_003579075.1,1,1,39444519,39444519,+,39444519,39444519,44245,44245,+,1,First Pass,Primary Assembly
Line:379,1,1,NW_022145605,NW_003577396.1,1,1,39831690,39831690,+,39831690,39831690,449201,449201,+,1,Second Pass,Primary Assembly
Line:379,1,2,NW_022145605,NW_003577271.1,1,1,39831690,39831690,+,39831690,39831690,623270,623270,+,1,First Pass,Primary Assembly
Line:380,1,NULL,NW_022145605,NULL,1,NULL,40055915,40055915,+,NOMAP,ALIGNGAP,,,,,,
Line:381,1,1,NW_022145605,NW_003577214.1,1,1,40183775,40183775,+,40183775,40183775,333070,333070,+,1,First Pass,Primary Assembly
Line:382,1,1,NW_022145605,NW_003577264.1,1,1,40279094,40279094,+,40279094,40279094,532264,532264,+,1,First Pass,Primary Assembly
Line:383,1,1,NW_022145606,NW_003577754.1,1,1,6475764,6475764,+,6475764,6475764,187409,187409,+,1,First Pass,Primary Assembly
Line:384,1,1,NW_022145606,NW_003603252.1,1,1,6480440,6480440,+,6480440,6480440,2144,2144,+,1,Second Pass,Primary Assembly
Line:384,1,2,NW_022145606,NW_003577754.1,1,1,6480440,6480440,+,6480440,6480440,192385,192385,+,1,First Pass,Primary Assembly
Line:385,1,1,NW_022145606,NW_003578247.1,1,1,8046274,8046274,+,8046274,8046274,22039,22039,-,1,First Pass,Primary Assembly
Line:386,1,1,NW_022145606,NW_003577854.1,1,1,16180657,16180657,+,16180657,16180657,161620,161620,+,1,First Pass,Primary Assembly
Line:387,1,1,NW_022145606,NW_003578226.1,1,1,16996317,16996317,+,16996317,16996317,31567,31567,-,1,First Pass,Primary Assembly
Line:388,1,1,NW_022145606,NW_003579479.1,1,1,19213139,19213139,+,19213139,19213139,37767,37767,-,1,Second Pass,Primary Assembly
Line:389,1,1,NW_022145606,NW_003579479.1,1,1,19213347,19213347,+,19213347,19213347,37557,37557,-,1,First Pass,Primary Assembly
Line:390,1,1,NW_022145606,NW_003579140.1,1,1,35436383,35436383,+,35436383,35436383,147277,147277,+,1,First Pass,Primary Assembly
Line:391,1,1,NW_022145606,NW_003577332.1,1,1,35735663,35735663,+,35735663,35735663,210635,210635,+,1,Second Pass,Primary Assembly
Line:391,1,2,NW_022145606,NW_003577332.1,1,1,35735663,35735663,+,35735663,35735663,202576,202576,+,1,First Pass,Primary Assembly
Line:392,1,1,NW_022145606,NW_003578695.1,1,1,36401138,36401138,+,36401138,36401138,46188,46188,+,1,First Pass,Primary Assembly
Line:393,1,1,NW_022145606,NW_003577686.1,1,1,36583167,36583167,+,36583167,36583167,262399,262399,-,1,First Pass,Primary Assembly
Line:394,1,NULL,NW_022145606,NULL,1,NULL,43108719,43108719,+,NOMAP,ALIGNGAP,,,,,,
Line:395,1,1,NW_022145606,NW_003579265.1,1,1,43270933,43270933,+,43270933,43270933,81135,81135,-,1,First Pass,Primary Assembly
Line:396,1,1,NW_022145606,NW_003578517.1,1,1,47480606,47480606,+,47480606,47480606,32815,32815,-,1,First Pass,Primary Assembly
Line:397,1,1,NW_022145607,NW_003577131.1,1,1,3850914,3850914,+,3850914,3850914,443544,443544,+,1,First Pass,Primary Assembly
Line:398,1,1,NW_022145607,NW_003577131.1,1,1,3940435,3940435,+,3940435,3940435,530581,530581,+,1,First Pass,Primary Assembly
Line:399,1,1,NW_022145607,NW_003576998.1,1,1,4324345,4324345,+,4324345,4324345,143265,143265,+,1,First Pass,Primary Assembly
Line:400,1,1,NW_022145607,NW_003576998.1,1,1,4335401,4335401,+,4335401,4335401,150206,150206,+,1,First Pass,Primary Assembly
Line:401,1,1,NW_022145607,NW_003576998.1,1,1,4379760,4379760,+,4379760,4379760,196140,196140,+,1,First Pass,Primary Assembly
Line:402,1,1,NW_022145607,NW_003578234.1,1,1,5079095,5079095,+,5079095,5079095,36763,36763,-,1,First Pass,Primary Assembly
Line:403,1,1,NW_022145607,NW_003576994.1,1,1,7758183,7758183,+,7758183,7758183,1186007,1186007,-,1,First Pass,Primary Assembly
Line:404,1,1,NW_022145607,NW_003576994.1,1,1,8164335,8164335,+,8164335,8164335,780783,780783,-,1,First Pass,Primary Assembly
Line:405,1,1,NW_022145607,NW_003577554.1,1,1,12150979,12150979,+,12150979,12150979,334313,334313,-,1,First Pass,Primary Assembly
Line:406,1,1,NW_022145607,NW_003579777.1,1,1,13071913,13071913,+,13071913,13071913,55748,55748,+,1,First Pass,Primary Assembly
Line:407,1,1,NW_022145607,NW_003577021.1,1,1,18428424,18428424,+,18428424,18428424,468939,468939,+,1,First Pass,Primary Assembly
Line:408,1,1,NW_022145607,NW_003577110.1,1,1,25344650,25344650,+,25344650,25344650,83203,83203,-,1,First Pass,Primary Assembly
Line:409,1,1,NW_022145607,NW_003576997.1,1,1,27679854,27679854,+,27679854,27679854,8447,8447,-,1,First Pass,Primary Assembly
Line:410,1,1,NW_022145607,NW_003577324.1,1,1,28179974,28179974,+,28179974,28179974,171316,171316,+,1,First Pass,Primary Assembly
Line:411,1,1,NW_022145607,NW_003577032.1,1,1,29007446,29007446,+,29007446,29007446,340590,340590,+,1,First Pass,Primary Assembly
Line:412,1,1,NW_022145607,NW_003577063.1,1,1,29897097,29897097,+,29897097,29897097,684322,684322,+,1,First Pass,Primary Assembly
Line:413,1,1,NW_022145607,NW_003577706.1,1,1,31166629,31166629,+,31166629,31166629,515300,515300,+,1,First Pass,Primary Assembly
Line:414,1,1,NW_022145607,NW_003577160.1,1,1,34825052,34825052,+,34825052,34825052,93756,93756,+,1,First Pass,Primary Assembly
Line:415,1,1,NW_022145607,NW_003578537.1,1,1,37644747,37644747,+,37644747,37644747,75452,75452,+,1,First Pass,Primary Assembly
Line:416,1,1,NW_022145607,NW_003578537.1,1,1,37647933,37647933,+,37647933,37647933,78655,78655,+,1,First Pass,Primary Assembly
Line:417,1,1,NW_022145607,NW_003578086.1,1,1,38471101,38471101,+,38471101,38471101,267762,267762,-,1,First Pass,Primary Assembly
Line:418,1,1,NW_022145607,NW_003578086.1,1,1,38510228,38510228,+,38510228,38510228,229003,229003,-,1,First Pass,Primary Assembly
Line:419,1,1,NW_022145607,NW_003577129.1,1,1,40612992,40612992,+,40612992,40612992,475947,475947,-,1,First Pass,Primary Assembly
Line:420,1,1,NW_022145607,NW_003577298.1,1,1,42459341,42459341,+,42459341,42459341,79846,79846,+,1,First Pass,Primary Assembly
Line:421,1,NULL,NW_022145607,NULL,1,NULL,42512000,42512000,+,NOMAP,ALIGNGAP,,,,,,
Line:422,1,1,NW_022145609,NW_003578767.1,1,1,6414869,6414869,+,6414869,6414869,32587,32587,+,1,First Pass,Primary Assembly
Line:423,1,1,NW_022145609,NW_003578767.1,1,1,6414879,6414879,+,6414879,6414879,32597,32597,+,1,First Pass,Primary Assembly
Line:424,1,1,NW_022145609,NW_003579432.1,1,1,10991821,10991821,+,10991821,10991821,67499,67499,-,1,Second Pass,Primary Assembly
Line:424,1,2,NW_022145609,NW_003577395.1,1,1,10991821,10991821,+,10991821,10991821,391783,391783,-,1,First Pass,Primary Assembly
Line:425,1,1,NW_022145609,NW_003576971.1,1,1,15595502,15595502,+,15595502,15595502,391333,391333,+,1,First Pass,Primary Assembly
Line:426,1,1,NW_022145609,NW_003576971.1,1,1,15692863,15692863,+,15692863,15692863,489525,489525,+,1,First Pass,Primary Assembly
Line:427,1,1,NW_022145609,NW_003577509.1,1,1,16415723,16415723,+,16415723,16415723,507410,507410,+,1,First Pass,Primary Assembly
Line:428,1,1,NW_022145609,NW_003578566.1,1,1,19757055,19757055,+,19757055,19757055,5374,5374,-,1,Second Pass,Primary Assembly
Line:428,1,2,NW_022145609,NW_003577074.1,1,1,19757055,19757055,+,19757055,19757055,288123,288123,+,1,First Pass,Primary Assembly
Line:429,1,1,NW_022145609,NW_003577074.1,1,1,19931439,19931439,+,19931439,19931439,473717,473717,+,1,First Pass,Primary Assembly
Line:430,1,1,NW_022145609,NW_003577074.1,1,1,19975893,19975893,+,19975893,19975893,518127,518127,+,1,First Pass,Primary Assembly
Line:431,1,1,NW_022145609,NW_003577326.1,1,1,21155073,21155073,+,21155073,21155073,596431,596431,+,1,First Pass,Primary Assembly
Line:432,1,1,NW_022145609,NW_003576977.1,1,1,22788869,22788869,+,22788869,22788869,668526,668526,-,1,First Pass,Primary Assembly
Line:433,1,1,NW_022145609,NW_003577358.1,1,1,27635000,27635000,+,27635000,27635000,346063,346063,+,1,First Pass,Primary Assembly
Line:434,1,1,NW_022145609,NW_003577358.1,1,1,27635609,27635609,+,27635609,27635609,346674,346674,+,1,First Pass,Primary Assembly
Line:435,1,1,NW_022145609,NW_003576975.1,1,1,29980182,29980182,+,29980182,29980182,723679,723679,+,1,First Pass,Primary Assembly
Line:436,1,1,NW_022145609,NW_003576975.1,1,1,30371271,30371271,+,30371271,30371271,1146234,1146234,+,1,First Pass,Primary Assembly
Line:437,1,1,NW_022145609,NW_003576975.1,1,1,30439120,30439120,+,30439120,30439120,1215490,1215490,+,1,First Pass,Primary Assembly
Line:438,1,1,NW_022145609,NW_003577801.1,1,1,31352753,31352753,+,31352753,31352753,73399,73399,+,1,Second Pass,Primary Assembly
Line:439,1,1,NW_022145609,NW_003578027.1,1,1,33130815,33130815,+,33130815,33130815,16462,16462,-,1,First Pass,Primary Assembly
Line:440,1,1,NW_022145609,NW_003576974.1,1,1,33192018,33192018,+,33192018,33192018,566098,566098,-,1,First Pass,Primary Assembly
Line:441,1,1,NW_022145609,NW_003577311.1,1,1,33548189,33548189,+,33548189,33548189,167424,167424,+,1,First Pass,Primary Assembly
Line:442,1,1,NW_022145609,NW_003577311.1,1,1,33553790,33553790,+,33553790,33553790,172724,172724,+,1,First Pass,Primary Assembly
Line:443,1,1,NW_022145609,NW_003577014.1,1,1,35416103,35416103,+,35416103,35416103,425615,425615,-,1,First Pass,Primary Assembly
Line:444,1,1,NW_022145609,NW_003577014.1,1,1,35537430,35537430,+,35537430,35537430,298788,298788,-,1,First Pass,Primary Assembly
Line:445,1,1,NW_022145609,NW_003577258.1,1,1,39705127,39705127,+,39705127,39705127,45608,45608,+,1,First Pass,Primary Assembly
Line:446,1,1,NW_022145609,NW_003577258.1,1,1,39705155,39705155,+,39705155,39705155,45636,45636,+,1,First Pass,Primary Assembly
Line:447,1,1,NW_022145610,NW_003577411.1,1,1,465750,465750,+,465750,465750,20748,20748,+,1,First Pass,Primary Assembly
Line:448,1,1,NW_022145610,NW_003577411.1,1,1,903009,903009,+,903009,903009,305275,305275,+,1,First Pass,Primary Assembly
Line:449,1,1,NW_022145610,NW_003577927.1,1,1,1670711,1670711,+,1670711,1670711,668111,668111,-,1,First Pass,Primary Assembly
Line:450,1,1,NW_022145610,NW_003577927.1,1,1,1701814,1701814,+,1701814,1701814,637185,637185,-,1,First Pass,Primary Assembly
Line:451,1,1,NW_022145610,NW_003577165.1,1,1,4038782,4038782,+,4038782,4038782,63615,63615,-,1,First Pass,Primary Assembly
Line:452,1,1,NW_022145610,NW_003577165.1,1,1,4038960,4038960,+,4038960,4038960,63437,63437,-,1,First Pass,Primary Assembly
Line:453,1,1,NW_022145610,NW_003577318.1,1,1,7092285,7092285,+,7092285,7092285,278743,278743,+,1,First Pass,Primary Assembly
Line:454,1,NULL,NW_022145610,NULL,1,NULL,7098893,7098893,+,NOMAP,ALIGNGAP,,,,,,
Line:455,1,NULL,NW_022145610,NULL,1,NULL,7185189,7185189,+,NOMAP,ALIGNGAP,,,,,,
Line:456,1,1,NW_022145610,NW_003578484.1,1,1,7541292,7541292,+,7541292,7541292,284464,284464,-,1,First Pass,Primary Assembly
Line:457,1,1,NW_022145610,NW_003578217.1,1,1,8658461,8658461,+,8658461,8658461,272636,272636,-,1,First Pass,Primary Assembly
Line:458,1,1,NW_022145610,NW_003577497.1,1,1,12619689,12619689,+,12619689,12619689,46580,46580,+,1,Second Pass,Primary Assembly
Line:459,1,1,NW_022145610,NW_003577508.1,1,1,13789807,13789807,+,13789807,13789807,209926,209926,-,1,First Pass,Primary Assembly
Line:460,1,1,NW_022145610,NW_003577361.1,1,1,21617919,21617919,+,21617919,21617919,75333,75333,-,1,First Pass,Primary Assembly
Line:461,1,1,NW_022145610,NW_003577361.1,1,1,21623759,21623759,+,21623759,21623759,69409,69409,-,1,First Pass,Primary Assembly
Line:462,1,1,NW_022145610,NW_003577093.1,1,1,23400564,23400564,+,23400564,23400564,290338,290338,-,1,First Pass,Primary Assembly
Line:463,1,1,NW_022145610,NW_003580465.1,1,1,23551086,23551086,+,23551086,23551086,18661,18661,-,1,First Pass,Primary Assembly
Line:464,1,1,NW_022145610,NW_003577575.1,1,1,26870013,26870013,+,26870013,26870013,224992,224992,-,1,First Pass,Primary Assembly
Line:465,1,1,NW_022145610,NW_003577113.1,1,1,28687374,28687374,+,28687374,28687374,429029,429029,+,1,First Pass,Primary Assembly
Line:466,1,1,NW_022145610,NW_003577689.1,1,1,32703683,32703683,+,32703683,32703683,202463,202463,+,1,First Pass,Primary Assembly
Line:467,1,1,NW_022145610,NW_003577176.1,1,1,33771051,33771051,+,33771051,33771051,117315,117315,+,1,First Pass,Primary Assembly
Line:468,1,1,NW_022145610,NW_003577176.1,1,1,33793151,33793151,+,33793151,33793151,137460,137460,+,1,First Pass,Primary Assembly
Line:469,1,1,NW_022145610,NW_003577176.1,1,1,33847988,33847988,+,33847988,33847988,202064,202064,+,1,First Pass,Primary Assembly
Line:470,1,1,NW_022145610,NW_003577809.1,1,1,34779115,34779115,+,34779115,34779115,291260,291260,+,1,First Pass,Primary Assembly
Line:471,1,1,NW_022145611,NW_003577317.1,1,1,1227269,1227269,+,1227269,1227269,196088,196088,-,1,First Pass,Primary Assembly
Line:472,1,1,NW_022145611,NW_003577317.1,1,1,1230461,1230461,+,1230461,1230461,192878,192878,-,1,First Pass,Primary Assembly
Line:473,1,1,NW_022145611,NW_003577317.1,1,1,1344808,1344808,+,1344808,1344808,84421,84421,-,1,First Pass,Primary Assembly
Line:474,1,1,NW_022145611,NW_003577124.1,1,1,2558266,2558266,+,2558266,2558266,522523,522523,-,1,First Pass,Primary Assembly
Line:475,1,1,NW_022145611,NW_003577124.1,1,1,2567193,2567193,+,2567193,2567193,513566,513566,-,1,First Pass,Primary Assembly
Line:476,1,1,NW_022145611,NW_003577479.1,1,1,3792519,3792519,+,3792519,3792519,469377,469377,+,1,First Pass,Primary Assembly
Line:477,1,NULL,NW_022145611,NULL,1,NULL,4663903,4663903,+,NOMAP,ALIGNGAP,,,,,,
Line:478,1,1,NW_022145611,NW_003577700.1,1,1,4812762,4812762,+,4812762,4812762,300194,300194,+,1,First Pass,Primary Assembly
Line:479,1,1,NW_022145611,NW_003579132.1,1,1,5975692,5975692,+,5975692,5975692,82627,82627,+,1,First Pass,Primary Assembly
Line:480,1,1,NW_022145611,NW_003577217.1,1,1,6748497,6748497,+,6748497,6748497,659512,659512,+,1,First Pass,Primary Assembly
Line:481,1,1,NW_022145611,NW_003577217.1,1,1,6749408,6749408,+,6749408,6749408,660423,660423,+,1,First Pass,Primary Assembly
Line:482,1,1,NW_022145611,NW_003577056.1,1,1,7973933,7973933,+,7973933,7973933,229712,229712,+,1,First Pass,Primary Assembly
Line:483,1,1,NW_022145611,NW_003578719.1,1,1,10930392,10930392,+,10930392,10930392,151254,151254,+,1,First Pass,Primary Assembly
Line:484,1,1,NW_022145611,NW_003578719.1,1,1,10987734,10987734,+,10987734,10987734,208600,208600,+,1,First Pass,Primary Assembly
Line:485,1,1,NW_022145611,NW_003577302.1,1,1,12456320,12456320,+,12456320,12456320,546859,546859,-,1,First Pass,Primary Assembly
Line:486,1,1,NW_022145611,NW_003577302.1,1,1,12586025,12586025,+,12586025,12586025,391061,391061,-,1,First Pass,Primary Assembly
Line:487,1,1,NW_022145611,NW_003576981.1,1,1,12964835,12964835,+,12964835,12964835,532326,532326,+,1,First Pass,Primary Assembly
Line:488,1,1,NW_022145611,NW_003577221.1,1,1,15276757,15276757,+,15276757,15276757,227858,227858,-,1,First Pass,Primary Assembly
Line:489,1,1,NW_022145611,NW_003577221.1,1,1,15276815,15276815,+,15276815,15276815,227800,227800,-,1,First Pass,Primary Assembly
Line:490,1,1,NW_022145611,NW_003577221.1,1,1,15286560,15286560,+,15286560,15286560,218066,218066,-,1,First Pass,Primary Assembly
Line:491,1,1,NW_022145611,NW_003577221.1,1,1,15354671,15354671,+,15354671,15354671,150147,150147,-,1,First Pass,Primary Assembly
Line:492,1,1,NW_022145611,NW_003579694.1,1,1,15605652,15605652,+,15605652,15605652,11408,11408,+,1,First Pass,Primary Assembly
Line:492,1,2,NW_022145611,NW_003577114.1,1,1,15605652,15605652,+,15605652,15605652,1053559,1053559,+,1,Second Pass,Primary Assembly
Line:493,1,1,NW_022145611,NW_003579694.1,1,1,15605894,15605894,+,15605894,15605894,11650,11650,+,1,First Pass,Primary Assembly
Line:493,1,2,NW_022145611,NW_003577114.1,1,1,15605894,15605894,+,15605894,15605894,1053802,1053802,+,1,Second Pass,Primary Assembly
Line:494,1,1,NW_022145611,NW_003579694.1,1,1,15606434,15606434,+,15606434,15606434,12190,12190,+,1,First Pass,Primary Assembly
Line:494,1,2,NW_022145611,NW_003577114.1,1,1,15606434,15606434,+,15606434,15606434,1054377,1054377,+,1,Second Pass,Primary Assembly
Line:495,1,1,NW_022145611,NW_003577823.1,1,1,17812016,17812016,+,17812016,17812016,189629,189629,+,1,First Pass,Primary Assembly
Line:496,1,1,NW_022145611,NW_003577823.1,1,1,17812476,17812476,+,17812476,17812476,190089,190089,+,1,First Pass,Primary Assembly
Line:497,1,1,NW_022145611,NW_003577862.1,1,1,18007530,18007530,+,18007530,18007530,384039,384039,-,1,First Pass,Primary Assembly
Line:498,1,1,NW_022145611,NW_003577976.1,1,1,18330591,18330591,+,18330591,18330591,61377,61377,+,1,First Pass,Primary Assembly
Line:499,1,1,NW_022145611,NW_003577976.1,1,1,18346816,18346816,+,18346816,18346816,77604,77604,+,1,First Pass,Primary Assembly
Line:500,1,1,NW_022145611,NW_003577819.1,1,1,19134663,19134663,+,19134663,19134663,122046,122046,+,1,First Pass,Primary Assembly
Line:501,1,1,NW_022145611,NW_003577819.1,1,1,19136731,19136731,+,19136731,19136731,124115,124115,+,1,First Pass,Primary Assembly
Line:502,1,1,NW_022145611,NW_003577819.1,1,1,19137871,19137871,+,19137871,19137871,125253,125253,+,1,First Pass,Primary Assembly
Line:503,1,1,NW_022145611,NW_003577819.1,1,1,19137993,19137993,+,19137993,19137993,125375,125375,+,1,First Pass,Primary Assembly
Line:504,1,1,NW_022145611,NW_003577819.1,1,1,19235179,19235179,+,19235179,19235179,216451,216451,+,1,First Pass,Primary Assembly
Line:505,1,1,NW_022145611,NW_003577819.1,1,1,19252300,19252300,+,19252300,19252300,230813,230813,+,1,First Pass,Primary Assembly
Line:506,1,1,NW_022145611,NW_003577429.1,1,1,19983931,19983931,+,19983931,19983931,198762,198762,+,1,First Pass,Primary Assembly
Line:507,1,1,NW_022145611,NW_003577429.1,1,1,19985084,19985084,+,19985084,19985084,199916,199916,+,1,First Pass,Primary Assembly
Line:508,1,1,NW_022145611,NW_003577429.1,1,1,20271001,20271001,+,20271001,20271001,449537,449537,+,1,First Pass,Primary Assembly
Line:509,1,1,NW_022145611,NW_003577429.1,1,1,20644449,20644449,+,20644449,20644449,826868,826868,+,1,First Pass,Primary Assembly
Line:510,1,1,NW_022145611,NW_003578457.1,1,1,21988896,21988896,+,21988896,21988896,388651,388651,-,1,First Pass,Primary Assembly
Line:511,1,1,NW_022145611,NW_003578457.1,1,1,21991776,21991776,+,21991776,21991776,385767,385767,-,1,First Pass,Primary Assembly
Line:512,1,1,NW_022145611,NW_003578457.1,1,1,21991891,21991891,+,21991891,21991891,385652,385652,-,1,First Pass,Primary Assembly
Line:513,1,1,NW_022145611,NW_003578457.1,1,1,22315063,22315063,+,22315063,22315063,59716,59716,-,1,Second Pass,Primary Assembly
Line:513,1,2,NW_022145611,NW_003578457.1,1,1,22315063,22315063,+,22315063,22315063,28473,28473,-,1,First Pass,Primary Assembly
Line:514,1,1,NW_022145611,NW_003578457.1,1,1,22333554,22333554,+,22333554,22333554,13491,13491,-,1,First Pass,Primary Assembly
Line:515,1,1,NW_022145611,NW_003577231.1,1,1,24081101,24081101,+,24081101,24081101,284350,284350,+,1,First Pass,Primary Assembly
Line:516,1,1,NW_022145611,NW_003577231.1,1,1,24088920,24088920,+,24088920,24088920,292707,292707,+,1,First Pass,Primary Assembly
Line:517,1,1,NW_022145611,NW_003577503.1,1,1,24230780,24230780,+,24230780,24230780,81027,81027,+,1,First Pass,Primary Assembly
Line:518,1,1,NW_022145611,NW_003578258.1,1,1,26253807,26253807,+,26253807,26253807,128327,128327,-,1,First Pass,Primary Assembly
Line:519,1,1,NW_022145611,NW_003577239.1,1,1,26478225,26478225,+,26478225,26478225,322799,322799,+,1,First Pass,Primary Assembly
Line:520,1,1,NW_022145611,NW_003585412.1,1,1,26736345,26736345,+,26736345,26736345,1138,1138,+,1,First Pass,Primary Assembly
Line:520,1,2,NW_022145611,NW_003577131.1,1,1,26736345,26736345,+,26736345,26736345,262301,262301,+,1,Second Pass,Primary Assembly
Line:521,1,1,NW_022145611,NW_003577104.1,1,1,27567789,27567789,+,27567789,27567789,1334530,1334530,-,1,First Pass,Primary Assembly
Line:522,1,1,NW_022145611,NW_003577104.1,1,1,27589293,27589293,+,27589293,27589293,1315546,1315546,-,1,First Pass,Primary Assembly
Line:523,1,1,NW_022145611,NW_003577104.1,1,1,27873609,27873609,+,27873609,27873609,1040475,1040475,-,1,First Pass,Primary Assembly
Line:524,1,1,NW_022145611,NW_003577104.1,1,1,27943322,27943322,+,27943322,27943322,970767,970767,-,1,First Pass,Primary Assembly
Line:525,1,1,NW_022145611,NW_003577104.1,1,1,28154952,28154952,+,28154952,28154952,787478,787478,-,1,First Pass,Primary Assembly
Line:526,1,1,NW_022145611,NW_003577104.1,1,1,28167219,28167219,+,28167219,28167219,775263,775263,-,1,First Pass,Primary Assembly
Line:527,1,1,NW_022145611,NW_003577244.1,1,1,29279981,29279981,+,29279981,29279981,685404,685404,-,1,First Pass,Primary Assembly
Line:528,1,1,NW_022145611,NW_003577244.1,1,1,29295171,29295171,+,29295171,29295171,667517,667517,-,1,Second Pass,Primary Assembly
Line:528,1,2,NW_022145611,NW_003577244.1,1,1,29295171,29295171,+,29295171,29295171,670319,670319,-,1,First Pass,Primary Assembly
Line:529,1,1,NW_022145611,NW_003577244.1,1,1,29295365,29295365,+,29295365,29295365,667323,667323,-,1,Second Pass,Primary Assembly
Line:529,1,2,NW_022145611,NW_003577244.1,1,1,29295365,29295365,+,29295365,29295365,670125,670125,-,1,First Pass,Primary Assembly
Line:530,1,1,NW_022145611,NW_003577244.1,1,1,29296001,29296001,+,29296001,29296001,666688,666688,-,1,First Pass,Primary Assembly
Line:531,1,1,NW_022145611,NW_003577244.1,1,1,29296658,29296658,+,29296658,29296658,666029,666029,-,1,First Pass,Primary Assembly
Line:532,1,1,NW_022145611,NW_003577244.1,1,1,29312503,29312503,+,29312503,29312503,650157,650157,-,1,First Pass,Primary Assembly
Line:533,1,1,NW_022145611,NW_003577472.1,1,1,30884854,30884854,+,30884854,30884854,406896,406896,+,1,First Pass,Primary Assembly
Line:534,1,1,NW_022145611,NW_003593818.1,1,1,31139601,31139601,+,31139601,31139601,3981,3981,-,1,First Pass,Primary Assembly
Line:534,1,2,NW_022145611,NW_003577472.1,1,1,31139601,31139601,+,31139601,31139601,665541,665541,+,1,Second Pass,Primary Assembly
Line:535,1,1,NW_022145611,NW_003577272.1,1,1,31234232,31234232,+,31234232,31234232,322648,322648,+,1,First Pass,Primary Assembly
Line:536,1,1,NW_022145611,NW_003577306.1,1,1,31721580,31721580,+,31721580,31721580,661486,661486,+,1,First Pass,Primary Assembly
Line:537,1,1,NW_022145611,NW_003578533.1,1,1,32095335,32095335,+,32095335,32095335,167345,167345,-,1,First Pass,Primary Assembly
Line:538,1,1,NW_022145611,NW_003578533.1,1,1,32113955,32113955,+,32113955,32113955,149219,149219,-,1,First Pass,Primary Assembly
Line:539,1,1,NW_022145611,NW_003576964.1,1,1,34733654,34733654,+,34733654,34733654,2025878,2025878,-,1,First Pass,Primary Assembly
Line:540,1,1,NW_022145611,NW_003577305.1,1,1,36684538,36684538,+,36684538,36684538,464560,464560,+,1,First Pass,Primary Assembly
Line:541,1,1,NW_022145611,NW_003578349.1,1,1,38893996,38893996,+,38893996,38893996,29881,29881,-,1,First Pass,Primary Assembly
Line:542,1,1,NW_022145611,NW_003578349.1,1,1,38894068,38894068,+,38894068,38894068,29809,29809,-,1,First Pass,Primary Assembly
Line:543,1,1,NW_022145611,NW_003577256.1,1,1,39094817,39094817,+,39094817,39094817,8319,8319,-,1,First Pass,Primary Assembly
Line:544,1,1,NW_022145611,NW_003577122.1,1,1,41904464,41904464,+,41904464,41904464,812670,812670,+,1,First Pass,Primary Assembly
Line:545,1,1,NW_022145611,NW_003577122.1,1,1,41904480,41904480,+,41904480,41904480,812686,812686,+,1,First Pass,Primary Assembly
Line:546,1,1,NW_022145611,NW_003577553.1,1,1,42212612,42212612,+,42212612,42212612,297457,297457,+,1,First Pass,Primary Assembly
Line:547,1,1,NW_022145611,NW_003578506.1,1,1,42690720,42690720,+,42690720,42690720,420134,420134,-,1,First Pass,Primary Assembly
Line:548,1,1,NW_022145611,NW_003578506.1,1,1,42690761,42690761,+,42690761,42690761,420093,420093,-,1,First Pass,Primary Assembly
Line:549,1,1,NW_022145611,NW_003578334.1,1,1,44128185,44128185,+,44128185,44128185,4398,4398,+,1,First Pass,Primary Assembly
Line:550,1,1,NW_022145612,NW_003578035.1,1,1,603049,603049,+,603049,603049,98562,98562,-,1,First Pass,Primary Assembly
Line:551,1,1,NW_022145612,NW_003578035.1,1,1,611013,611013,+,611013,611013,90594,90594,-,1,First Pass,Primary Assembly
Line:552,1,1,NW_022145612,NW_003578035.1,1,1,612956,612956,+,612956,612956,88635,88635,-,1,First Pass,Primary Assembly
Line:553,1,1,NW_022145612,NW_003578035.1,1,1,613040,613040,+,613040,613040,88551,88551,-,1,First Pass,Primary Assembly
Line:554,1,1,NW_022145612,NW_003578035.1,1,1,636777,636777,+,636777,636777,64909,64909,-,1,First Pass,Primary Assembly
Line:555,1,1,NW_022145612,NW_003578249.1,1,1,786449,786449,+,786449,786449,122424,122424,+,1,First Pass,Primary Assembly
Line:556,1,1,NW_022145612,NW_003577290.1,1,1,4256884,4256884,+,4256884,4256884,638307,638307,-,1,First Pass,Primary Assembly
